timestamp,wind_speed,wind_direction,temperature,pressure,relative_humidity,no,no2,pm25,pm10,o3
2024-01-01 00:00:00,2.5745,99.7814,8.31573,988.327,75.1758,3.1678526999999996,185.864884,1.15,1.225,-9999.0
2024-01-01 00:01:00,2.88177,80.5415,8.31556,988.106,75.0319,3.1325517,185.780284,1.285,1.435,-9999.0
2024-01-01 00:02:00,2.06717,119.844,8.31497,988.215,74.9253,3.1259835000000002,185.387176,1.225,1.245,-9999.0
2024-01-01 00:03:00,1.6385,90.0721,8.31478,988.294,74.979,3.1130562000000004,185.00309199999998,1.16,1.25,-9999.0
2024-01-01 00:04:00,1.43615,85.7205,8.31416,988.268,75.0977,3.0907316999999996,184.75399199999998,1.24,1.27,-9999.0
2024-01-01 00:05:00,3.74907,104.811,8.31415,988.217,75.089,3.0791205,185.03317199999998,1.205,1.265,-9999.0
2024-01-01 00:06:00,2.02871,101.23,8.31413,988.271,74.9639,3.0841388999999997,184.999708,2.235,2.755,-9999.0
2024-01-01 00:07:00,3.87449,122.294,8.31413,988.277,74.9189,3.1191939,185.43568,1.18,1.22,-9999.0
2024-01-01 00:08:00,3.4495,102.434,8.31414,988.247,74.9313,3.1305221999999997,185.651504,1.11,1.11,-9999.0
2024-01-01 00:09:00,1.69405,77.9173,8.31414,988.404,74.9764,3.1164017999999998,185.367248,0.97,0.97,-9999.0
2024-01-01 00:10:00,2.66887,110.518,8.31431,988.484,74.9995,3.0857748000000003,185.35371199999997,1.36,1.545,-9999.0
2024-01-01 00:11:00,1.43375,65.8567,8.31472,988.343,75.0936,3.0961806,185.408044,1.18,1.34,-9999.0
2024-01-01 00:12:00,1.28212,76.6259,8.31416,988.347,75.2392,3.0974720999999996,185.087316,1.325,1.455,-9999.0
2024-01-01 00:13:00,2.09104,112.198,8.31415,988.186,75.4003,3.0559473,184.82468,1.13,1.155,-9999.0
2024-01-01 00:14:00,2.55999,32.4566,8.29237,988.271,75.3584,3.0436965,184.51899199999997,1.27,1.29,-9999.0
2024-01-01 00:15:00,2.33504,101.105,8.23252,988.338,75.3089,2.9829959999999995,184.03470399999998,1.2,1.26,-9999.0
2024-01-01 00:16:00,2.51566,118.555,8.22909,988.219,75.3369,2.9233040999999997,183.747816,1.44,1.635,-9999.0
2024-01-01 00:17:00,2.27857,111.238,8.21957,988.232,75.3633,2.9261331,184.140548,1.4,1.5,-9999.0
2024-01-01 00:18:00,2.90056,115.605,8.21959,988.354,75.4131,2.9189499000000003,184.403748,1.66,1.81,-9999.0
2024-01-01 00:19:00,1.09645,75.9085,8.21982,988.415,75.5425,2.9184578999999995,184.77824399999997,1.29,1.405,-9999.0
2024-01-01 00:20:00,1.93409,66.0931,8.2206,988.338,75.7153,2.9178797999999997,184.912288,1.27,1.27,-9999.0
2024-01-01 00:21:00,3.47788,121.211,8.2214,988.422,75.9025,2.9720982,184.92638799999997,1.305,1.465,-9999.0
2024-01-01 00:22:00,2.60879,136.288,8.22222,988.297,76.183,3.0305724,185.37194799999997,1.465,1.805,-9999.0
2024-01-01 00:23:00,3.18111,105.659,8.19912,988.297,76.5868,3.0872262,185.976744,1.475,1.63,-9999.0
2024-01-01 00:24:00,2.25633,60.4462,8.1286,988.269,76.9856,3.0749385,186.410272,1.44,1.505,-9999.0
2024-01-01 00:25:00,3.36326,131.246,8.10704,988.421,77.6194,3.0463779,186.00456799999998,1.36,1.5,-9999.0
2024-01-01 00:26:00,2.10905,108.855,8.0375,988.347,78.1259,3.0657995999999996,186.15421599999996,1.31,1.45,-9999.0
2024-01-01 00:27:00,2.76882,111.499,8.01608,988.345,78.3501,3.0462426,186.26532399999996,1.32,1.375,-9999.0
2024-01-01 00:28:00,3.09666,119.518,7.94732,988.381,78.8781,3.0550248,186.780256,1.295,1.74,-9999.0
2024-01-01 00:29:00,2.13251,106.146,7.92815,988.434,79.3397,3.0039552,187.386932,1.305,1.4,-9999.0
2024-01-01 00:30:00,1.7387,45.0712,7.84938,988.401,79.9795,2.9543001,186.951148,1.27,1.295,-9999.0
2024-01-01 00:31:00,2.08735,84.8104,7.80414,988.471,81.0373,2.923833,186.659936,1.485,1.61,-9999.0
2024-01-01 00:32:00,1.87217,105.857,7.75607,988.322,81.7856,2.9355672,186.258556,1.38,1.43,-9999.0
2024-01-01 00:33:00,2.15126,112.355,7.66833,988.268,82.4299,2.9352473999999997,186.42249199999998,1.425,1.49,-9999.0
2024-01-01 00:34:00,1.80904,121.048,7.60401,988.292,82.7069,2.945235,186.17151199999998,1.315,1.445,-9999.0
2024-01-01 00:35:00,1.70923,96.7167,7.60555,988.349,83.0019,2.9845089,185.94365599999998,1.415,1.465,-9999.0
2024-01-01 00:36:00,0.360696,114.476,7.58025,988.318,83.1818,2.9875593,185.461436,1.235,1.275,-9999.0
2024-01-01 00:37:00,2.45253,132.654,7.52453,988.349,83.7342,3.0142503,184.956844,1.27,1.37,-9999.0
2024-01-01 00:38:00,0.790117,77.7946,7.50559,988.302,83.7721,3.0162306,185.312164,1.365,1.465,-9999.0
2024-01-01 00:39:00,2.95388,121.564,7.43887,988.25,84.3718,3.0515685,185.003844,1.17,1.265,-9999.0
2024-01-01 00:40:00,2.61297,96.91,7.4427,988.167,84.1572,3.0738684000000003,185.37382799999997,1.225,1.29,-9999.0
2024-01-01 00:41:00,3.30441,100.006,7.46915,988.102,83.7189,3.1085175,185.39902,1.545,1.725,-9999.0
2024-01-01 00:42:00,2.5089,45.4244,7.542,988.157,83.4731,3.1104855,185.357848,1.215,1.25,-9999.0
2024-01-01 00:43:00,0.982874,67.0936,7.54501,988.361,83.2655,3.1023552,185.355028,1.36,1.465,-9999.0
2024-01-01 00:44:00,2.09278,75.1395,7.54726,988.409,83.5176,3.1009407,185.754152,1.3,1.395,-9999.0
2024-01-01 00:45:00,3.66138,107.25,7.52593,988.421,83.713,3.102429,186.01283999999998,1.32,1.38,-9999.0
2024-01-01 00:46:00,2.49827,103.881,7.45919,988.399,84.0899,3.1516413,186.800184,1.38,1.445,-9999.0
2024-01-01 00:47:00,2.46545,128.209,7.46302,988.345,84.5871,3.1047906000000003,186.990064,1.3,1.335,-9999.0
2024-01-01 00:48:00,2.85718,121.838,7.44617,988.414,85.1076,3.0977427,187.15719599999997,1.575,1.665,-9999.0
2024-01-01 00:49:00,2.13615,103.352,7.38573,988.393,85.4576,3.0661809,187.308912,1.495,1.635,-9999.0
2024-01-01 00:50:00,1.32668,76.4625,7.35519,988.393,86.1042,3.030966,187.52266799999998,1.42,1.515,-9999.0
2024-01-01 00:51:00,2.09537,100.95,7.26364,988.425,86.8202,3.0531921000000004,187.307032,1.55,1.65,-9999.0
2024-01-01 00:52:00,1.89178,96.9763,7.19625,988.541,87.2911,3.0803996999999996,187.306656,1.505,1.58,-9999.0
2024-01-01 00:53:00,4.77752,132.09,7.2003,988.654,87.4798,3.1080623999999997,188.55836,1.375,1.52,-9999.0
2024-01-01 00:54:00,1.38058,57.5122,7.19762,988.388,87.5369,3.0800676,188.82531999999998,1.295,1.335,-9999.0
2024-01-01 00:55:00,1.42872,83.14,7.16451,988.41,88.1622,3.1286526,188.43052,1.61,1.81,-9999.0
2024-01-01 00:56:00,1.77129,103.932,7.11761,988.489,88.2208,3.1327608,188.51512,1.525,1.66,-9999.0
2024-01-01 00:57:00,3.23394,111.662,7.12069,988.464,88.4167,3.1499070000000002,189.01144,1.565,1.77,-9999.0
2024-01-01 00:58:00,2.74607,98.1963,7.103,988.439,88.5993,3.1891563,189.37052,1.45,1.465,-9999.0
2024-01-01 00:59:00,2.26922,77.6203,7.0418,988.548,88.8343,3.1747407,189.93452,1.57,1.595,-9999.0
2024-01-01 01:00:00,2.82502,115.532,7.03486,988.489,89.0996,3.1796360999999997,189.89128,1.635,1.795,-9999.0
2024-01-01 01:01:00,3.26218,109.719,7.0379,988.469,89.1728,3.1396857,188.90052,1.635,1.725,-9999.0
2024-01-01 01:02:00,2.58845,115.178,7.04037,988.491,89.1808,3.1310019,189.18063999999998,1.585,1.65,-9999.0
2024-01-01 01:03:00,1.9141,109.13,7.01951,988.447,89.4687,3.1237818,188.9588,1.86,2.225,-9999.0
2024-01-01 01:04:00,1.90583,140.934,6.95159,988.359,89.9006,3.1793655,188.8742,1.545,1.715,-9999.0
2024-01-01 01:05:00,1.88157,92.9815,6.95284,988.47,89.9918,3.1911612000000003,188.42112,1.465,1.535,-9999.0
2024-01-01 01:06:00,3.86919,127.443,6.95484,988.485,90.3418,3.2039901,188.39103999999998,1.795,1.995,-9999.0
2024-01-01 01:07:00,1.81659,108.659,6.95568,988.408,90.0042,3.2713202999999997,188.50008,1.645,1.77,-9999.0
2024-01-01 01:08:00,0.83947,63.9324,6.95669,988.457,89.9291,3.2823042,188.43991999999997,1.575,1.66,-9999.0
2024-01-01 01:09:00,3.04029,100.219,6.95812,988.352,90.0145,3.3238167,188.05264,1.74,1.83,-9999.0
2024-01-01 01:10:00,1.72676,91.6599,6.93802,988.458,90.2296,3.3687609000000003,187.662352,1.605,1.685,-9999.0
2024-01-01 01:11:00,2.49414,110.355,6.86989,988.457,90.5928,3.3767927999999996,187.77627999999999,1.715,1.935,-9999.0
2024-01-01 01:12:00,1.67624,22.7099,6.87032,988.294,90.9446,3.3695112000000003,187.438256,1.955,2.215,-9999.0
2024-01-01 01:13:00,0.931264,75.4235,6.85057,988.456,91.2143,3.3938897999999997,187.190284,1.84,2.08,-9999.0
2024-01-01 01:14:00,2.02437,115.593,6.78182,988.413,91.7355,3.3648495,186.939492,1.625,1.665,-9999.0
2024-01-01 01:15:00,2.80403,111.421,6.78284,988.432,91.9741,3.3231279,186.562176,1.825,1.955,-9999.0
2024-01-01 01:16:00,1.31892,74.4719,6.76321,988.346,91.9865,3.3310122000000004,186.52702,1.72,1.85,-9999.0
2024-01-01 01:17:00,2.20163,121.032,6.69484,988.351,92.1199,3.3176544,186.15722399999999,1.745,1.845,-9999.0
2024-01-01 01:18:00,2.31004,91.09,6.69586,988.336,92.1734,3.3243701999999997,186.73870799999997,1.64,1.755,-9999.0
2024-01-01 01:19:00,2.56361,122.073,6.69729,988.435,92.1022,3.3244686,186.979724,1.465,1.55,-9999.0
2024-01-01 01:20:00,2.141,143.768,6.69833,988.408,91.993,3.296277,187.32865199999998,1.54,1.61,-9999.0
2024-01-01 01:21:00,1.01553,102.054,6.67845,988.403,92.049,3.2721812999999997,187.868588,1.805,1.975,-9999.0
2024-01-01 01:22:00,2.33111,126.427,6.60927,988.439,92.5193,3.2707668,187.85899999999998,1.42,1.42,-9999.0
2024-01-01 01:23:00,2.0072,119.236,6.61008,988.338,92.661,3.2513451,188.21808,1.76,1.955,-9999.0
2024-01-01 01:24:00,2.48698,101.28,6.62002,988.311,92.3219,3.2495738999999997,188.47752,1.68,1.76,-9999.0
2024-01-01 01:25:00,1.93122,50.422,6.66303,988.358,91.8055,3.2661420000000003,188.83472,1.385,1.45,-9999.0
2024-01-01 01:26:00,2.11203,75.9207,6.70404,988.224,90.7819,3.2244327,188.57904,1.56,1.695,-9999.0
2024-01-01 01:27:00,2.26854,97.5353,6.70853,988.285,90.4162,3.2287008000000004,188.84223999999998,1.585,1.695,-9999.0
2024-01-01 01:28:00,2.52525,121.916,6.71652,988.256,90.3549,3.2263392,188.74823999999998,1.53167,1.66,-9999.0
2024-01-01 01:29:00,2.41532,104.001,6.70797,988.391,90.4807,3.267864,189.07724,1.545,1.685,-9999.0
2024-01-01 01:30:00,1.93362,97.4741,6.70879,988.235,90.4868,3.2926239,189.19003999999998,1.47,1.49,-9999.0
2024-01-01 01:31:00,1.6417,103.885,6.70941,988.221,90.8926,3.295047,188.62416,1.625,1.84,-9999.0
2024-01-01 01:32:00,2.06001,108.457,6.70353,988.248,91.2359,3.2788602,188.53204,1.63,1.915,-9999.0
2024-01-01 01:33:00,2.04155,112.003,6.66893,988.172,91.4518,3.2818737000000002,187.974056,1.42,1.56,-9999.0
2024-01-01 01:34:00,2.19327,114.439,6.61892,988.202,91.8489,3.2839278,187.6052,1.435,1.595,-9999.0
2024-01-01 01:35:00,1.88371,60.3601,6.637,988.156,91.9454,3.2777532,187.07466399999998,1.355,1.515,-9999.0
2024-01-01 01:36:00,2.00424,111.936,6.69944,988.086,91.911,3.2871135,186.58191599999998,1.33,1.465,-9999.0
2024-01-01 01:37:00,2.12578,68.8158,6.7092,988.16,91.8976,3.2415542999999998,185.87785599999998,1.52,1.68,-9999.0
2024-01-01 01:38:00,1.23723,137.619,6.72942,988.167,91.6829,3.2060811,185.834428,1.3,1.395,-9999.0
2024-01-01 01:39:00,2.03981,129.465,6.7976,988.269,91.6164,3.1914686999999997,186.10326799999999,1.3,1.35,-9999.0
2024-01-01 01:40:00,2.57767,109.921,6.79597,988.392,91.5017,3.1600175999999998,186.336388,1.35,1.41,-9999.0
2024-01-01 01:41:00,2.09351,142.404,6.79736,988.403,91.3396,3.139944,186.69621999999998,1.58,1.72,-9999.0
2024-01-01 01:42:00,2.80144,114.186,6.8087,988.629,91.3546,3.1541873999999996,186.86184799999998,1.415,1.53,-9999.0
